mutant_id	file	apply_method	test_node	expect_clean_rc	expect_mutant_rc_nonzero	revert_assert
Tensile.TensileLogic.ValidWorkGroupMappingXCC.x__report_xcc_failure__mutmut_20	Tensile/TensileLogic/ValidWorkGroupMappingXCC.py	mutmut_apply	Tensile/Tests/unit/characterization/TensileLogic/test_mut_ValidWorkGroupMappingXCC__report_xcc_failure_char.py::test_present_solution_index_is_emitted	0	true	true
Tensile.TensileLogic.ValidWorkGroupMappingXCC.x__report_xcc_failure__mutmut_21	Tensile/TensileLogic/ValidWorkGroupMappingXCC.py	mutmut_apply	Tensile/Tests/unit/characterization/TensileLogic/test_mut_ValidWorkGroupMappingXCC__report_xcc_failure_char.py::test_present_solution_index_is_emitted	0	true	true
Tensile.TensileLogic.ValidWorkGroupMappingXCC.x__report_xcc_failure__mutmut_22	Tensile/TensileLogic/ValidWorkGroupMappingXCC.py	mutmut_apply	Tensile/Tests/unit/characterization/TensileLogic/test_mut_ValidWorkGroupMappingXCC__report_xcc_failure_char.py::test_absent_solution_index_falls_back_to_question_mark	0	true	true
Tensile.TensileLogic.ValidWorkGroupMappingXCC.x__report_xcc_failure__mutmut_23	Tensile/TensileLogic/ValidWorkGroupMappingXCC.py	mutmut_apply	Tensile/Tests/unit/characterization/TensileLogic/test_mut_ValidWorkGroupMappingXCC__report_xcc_failure_char.py::test_third_failure_is_silent	0	true	true
Tensile.TensileLogic.ValidWorkGroupMappingXCC.x__report_xcc_failure__mutmut_24	Tensile/TensileLogic/ValidWorkGroupMappingXCC.py	mutmut_apply	Tensile/Tests/unit/characterization/TensileLogic/test_mut_ValidWorkGroupMappingXCC__report_xcc_failure_char.py::test_second_failure_prints_more_line	0	true	true
Tensile.TensileLogic.ValidWorkGroupMappingXCC.x__report_xcc_failure__mutmut_25	Tensile/TensileLogic/ValidWorkGroupMappingXCC.py	mutmut_apply	Tensile/Tests/unit/characterization/TensileLogic/test_mut_ValidWorkGroupMappingXCC__report_xcc_failure_char.py::test_second_failure_more_line_is_not_literal_none	0	true	true
Tensile.TensileLogic.ValidWorkGroupMappingXCC.x__validateWorkGroupMappingXCC__mutmut_3	Tensile/TensileLogic/ValidWorkGroupMappingXCC.py	mutmut_apply	Tensile/Tests/unit/characterization/TensileLogic/test_mut_ValidWorkGroupMappingXCC__validateWorkGroupMappingXCC_char.py::test_non_cu_dir_skips_invalid_xcc	0	true	true
Tensile.TensileLogic.ValidWorkGroupMappingXCC.x__validateWorkGroupMappingXCC__mutmut_4	Tensile/TensileLogic/ValidWorkGroupMappingXCC.py	mutmut_apply	Tensile/Tests/unit/characterization/TensileLogic/test_mut_ValidWorkGroupMappingXCC__validateWorkGroupMappingXCC_char.py::test_one_cu_dir_validates_invalid_xcc	0	true	true
Tensile.TensileLogic.ValidWorkGroupMappingXCC.x__validateWorkGroupMappingXCC__mutmut_21	Tensile/TensileLogic/ValidWorkGroupMappingXCC.py	mutmut_apply	Tensile/Tests/unit/characterization/TensileLogic/test_mut_ValidWorkGroupMappingXCC__validateWorkGroupMappingXCC_char.py::test_xcc_one_is_accepted_on_cu_dir	0	true	true
Tensile.TensileLogic.ValidWorkGroupMappingXCC.x__validateWorkGroupMappingXCC__mutmut_23	Tensile/TensileLogic/ValidWorkGroupMappingXCC.py	mutmut_apply	Tensile/Tests/unit/characterization/TensileLogic/test_mut_ValidWorkGroupMappingXCC__validateWorkGroupMappingXCC_char.py::test_nonpositive_message_includes_index_and_detail	0	true	true
Tensile.TensileLogic.ValidWorkGroupMappingXCC.x__validateWorkGroupMappingXCC__mutmut_24	Tensile/TensileLogic/ValidWorkGroupMappingXCC.py	mutmut_apply	Tensile/Tests/unit/characterization/TensileLogic/test_mut_ValidWorkGroupMappingXCC__validateWorkGroupMappingXCC_char.py::test_nonpositive_message_includes_index_and_detail	0	true	true
Tensile.TensileLogic.ValidWorkGroupMappingXCC.x__validateWorkGroupMappingXCC__mutmut_31	Tensile/TensileLogic/ValidWorkGroupMappingXCC.py	mutmut_apply	Tensile/Tests/unit/characterization/TensileLogic/test_mut_ValidWorkGroupMappingXCC__validateWorkGroupMappingXCC_char.py::test_xcc_one_is_accepted_on_cu_dir	0	true	true
Tensile.TensileLogic.ValidWorkGroupMappingXCC.x__validateWorkGroupMappingXCC__mutmut_35	Tensile/TensileLogic/ValidWorkGroupMappingXCC.py	mutmut_apply	Tensile/Tests/unit/characterization/TensileLogic/test_mut_ValidWorkGroupMappingXCC__validateWorkGroupMappingXCC_char.py::test_not_power_of_two_message_includes_index_and_detail	0	true	true
Tensile.TensileLogic.ValidWorkGroupMappingXCC.x__validateWorkGroupMappingXCC__mutmut_36	Tensile/TensileLogic/ValidWorkGroupMappingXCC.py	mutmut_apply	Tensile/Tests/unit/characterization/TensileLogic/test_mut_ValidWorkGroupMappingXCC__validateWorkGroupMappingXCC_char.py::test_not_power_of_two_message_includes_index_and_detail	0	true	true
Tensile.TensileLogic.ValidWorkGroupMappingXCC.x__validateWorkGroupMappingXCC__mutmut_45	Tensile/TensileLogic/ValidWorkGroupMappingXCC.py	mutmut_apply	Tensile/Tests/unit/characterization/TensileLogic/test_mut_ValidWorkGroupMappingXCC__validateWorkGroupMappingXCC_char.py::test_does_not_divide_message_includes_index_and_detail	0	true	true
Tensile.TensileLogic.ValidWorkGroupMappingXCC.x__validateWorkGroupMappingXCC__mutmut_46	Tensile/TensileLogic/ValidWorkGroupMappingXCC.py	mutmut_apply	Tensile/Tests/unit/characterization/TensileLogic/test_mut_ValidWorkGroupMappingXCC__validateWorkGroupMappingXCC_char.py::test_does_not_divide_message_includes_index_and_detail	0	true	true
Tensile.TensileLogic.ValidWorkGroupMappingXCC.x__validateWorkGroupMappingXCC__mutmut_52	Tensile/TensileLogic/ValidWorkGroupMappingXCC.py	mutmut_apply	Tensile/Tests/unit/characterization/TensileLogic/test_mut_ValidWorkGroupMappingXCC__validateWorkGroupMappingXCC_char.py::test_exception_path_prints_error_message	0	true	true
Tensile.TensileLogic.ValidMatrixInstruction.x__validateMatrixInstruction__mutmut_9	Tensile/TensileLogic/ValidMatrixInstruction.py	mutmut_apply	Tensile/Tests/unit/characterization/TensileLogic/test_mut_ValidMatrixInstruction__validateMatrixInstruction_char.py::test_reject_branch_prints_error_diagnostic	0	true	true
Tensile.Common.Utilities.x_print1__mutmut_1	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_print1_char.py::test_print1_prints_at_verbosity_one	0	true	true
Tensile.Common.Utilities.x_print1__mutmut_2	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_print1_char.py::test_print1_prints_at_verbosity_one	0	true	true
Tensile.Common.Utilities.x_print1__mutmut_3	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_print1_char.py::test_print1_prints_exact_message	0	true	true
Tensile.Common.Utilities.x_printWarning__mutmut_3	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_printWarning_char.py::test_print_warning_exact_format	0	true	true
Tensile.Common.Utilities.x_printExit__mutmut_3	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_printExit_char.py::test_print_exit_exact_message_prefix	0	true	true
Tensile.Common.Utilities.x_printExit__mutmut_6	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_printExit_char.py::test_print_exit_code_is_negative_one	0	true	true
Tensile.Common.Utilities.x_printExit__mutmut_7	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_printExit_char.py::test_print_exit_code_is_negative_one	0	true	true
Tensile.Common.Utilities.x_printExit__mutmut_8	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_printExit_char.py::test_print_exit_code_is_negative_one	0	true	true
Tensile.Common.Utilities.x_locateExe__mutmut_7	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_locateExe_char.py::test_locateExe_splits_path_on_pathsep	0	true	true
Tensile.Common.Utilities.x_locateExe__mutmut_16	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_locateExe_char.py::test_locateExe_not_found_message_contains_exeName	0	true	true
Tensile.Common.Utilities.x_ensurePath__mutmut_2	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ensurePath_char.py::test_ensurepath_oserror_reraises_exact_message_and_type	0	true	true
Tensile.Common.Utilities.x_ensurePath__mutmut_3	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ensurePath_char.py::test_ensurepath_oserror_reraises_exact_message_and_type	0	true	true
Tensile.Common.Utilities.x_ensurePath__mutmut_4	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ensurePath_char.py::test_ensurepath_oserror_reraises_exact_message_and_type	0	true	true
Tensile.Common.Utilities.x_ensurePath__mutmut_5	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ensurePath_char.py::test_ensurepath_oserror_reraises_exact_message_and_type	0	true	true
Tensile.Common.Utilities.x_ensurePath__mutmut_6	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ensurePath_char.py::test_ensurepath_oserror_reraises_exact_message_and_type	0	true	true
Tensile.Common.Utilities.x_versionIsCompatible__mutmut_12	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_versionIsCompatible_char.py::test_higher_query_minor_is_incompatible	0	true	true
Tensile.Common.Utilities.x_versionIsCompatible__mutmut_13	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_versionIsCompatible_char.py::test_equal_minor_branch_is_entered_for_step_check	0	true	true
Tensile.Common.Utilities.x_versionIsCompatible__mutmut_17	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_versionIsCompatible_char.py::test_higher_step_when_minor_equal_is_incompatible	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁ__init____mutmut_1	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar___init___char.py::test_init_default_width_and_maxticks	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁ__init____mutmut_3	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar___init___char.py::test_init_char_is_pipe	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁ__init____mutmut_7	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar___init___char.py::test_init_default_width_and_maxticks	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁ__init____mutmut_8	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar___init___char.py::test_init_default_width_and_maxticks	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁ__init____mutmut_10	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar___init___char.py::test_init_priorvalue_zero	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁ__init____mutmut_11	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar___init___char.py::test_init_fraction_zero	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁ__init____mutmut_12	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar___init___char.py::test_init_fraction_zero	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁ__init____mutmut_14	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar___init___char.py::test_init_numticks_zero	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁincrement__mutmut_1	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar_increment_char.py::test_increment_default_step_is_one	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁupdate__mutmut_2	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar_update_char.py::test_update_fraction_is_value_div_maxvalue	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁupdate__mutmut_3	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar_update_char.py::test_update_fraction_is_value_div_maxvalue	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁupdate__mutmut_4	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar_update_char.py::test_update_fraction_is_value_div_maxvalue	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁupdate__mutmut_8	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar_update_char.py::test_update_no_advance_when_ticks_equal	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁprintStatus__mutmut_2	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar_printStatus_char.py::test_printstatus_incomplete_line_exact_output	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁprintStatus__mutmut_5	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar_printStatus_char.py::test_printstatus_incomplete_line_exact_output	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁprintStatus__mutmut_8	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar_printStatus_char.py::test_printstatus_incomplete_line_exact_output	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁprintStatus__mutmut_9	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar_printStatus_char.py::test_printstatus_incomplete_line_exact_output	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁprintStatus__mutmut_10	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar_printStatus_char.py::test_printstatus_incomplete_has_no_elapsed_suffix	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁprintStatus__mutmut_14	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar_printStatus_char.py::test_printstatus_complete_line_exact_output	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁprintStatus__mutmut_15	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar_printStatus_char.py::test_printstatus_complete_line_exact_output	0	true	true
Tensile.Common.Utilities.xǁProgressBarǁprintStatus__mutmut_16	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ProgressBar_printStatus_char.py::test_printstatus_elapsed_is_difference_not_sum	0	true	true
Tensile.Common.Utilities.xǁSpinnyThingǁ__init____mutmut_2	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_SpinnyThing___init___char.py::test_init_chars_list_exact	0	true	true
Tensile.Common.Utilities.xǁSpinnyThingǁ__init____mutmut_3	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_SpinnyThing___init___char.py::test_init_chars_list_exact	0	true	true
Tensile.Common.Utilities.xǁSpinnyThingǁ__init____mutmut_4	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_SpinnyThing___init___char.py::test_init_chars_list_exact	0	true	true
Tensile.Common.Utilities.xǁSpinnyThingǁ__init____mutmut_5	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_SpinnyThing___init___char.py::test_init_chars_list_exact	0	true	true
Tensile.Common.Utilities.xǁSpinnyThingǁ__init____mutmut_7	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_SpinnyThing___init___char.py::test_init_index_zero	0	true	true
Tensile.Common.Utilities.xǁSpinnyThingǁincrement__mutmut_7	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_SpinnyThing_increment_char.py::test_increment_advances_index_forward_by_one	0	true	true
Tensile.Common.Utilities.xǁSpinnyThingǁincrement__mutmut_8	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_SpinnyThing_increment_char.py::test_increment_advances_index_forward_by_one	0	true	true
Tensile.Common.Utilities.xǁSpinnyThingǁfinish__mutmut_2	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_SpinnyThing_finish_char.py::test_finish_writes_exact_payload	0	true	true
Tensile.Common.Utilities.x_state__mutmut_16	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_state_char.py::test_state_tuple_statekey_unpacks_key_and_attr	0	true	true
Tensile.Common.Utilities.x_state_key_ordering__mutmut_7	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_state_key_ordering_char.py::test_lt_is_strict_for_equal_objects	0	true	true
Tensile.Common.Utilities.x_hash_combine__mutmut_3	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_hash_combine_char.py::test_shift_kwarg_is_honored	0	true	true
Tensile.Common.Utilities.x_hash_combine__mutmut_4	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_hash_combine_char.py::test_shift_kwarg_is_honored	0	true	true
Tensile.Common.Utilities.x_hash_combine__mutmut_6	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_hash_combine_char.py::test_shift_value_must_be_the_passed_integer	0	true	true
Tensile.Common.Utilities.x_hash_combine__mutmut_7	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_hash_combine_char.py::test_shift_kwarg_lookup_uses_correct_key	0	true	true
Tensile.Common.Utilities.x_hash_combine__mutmut_8	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_hash_combine_char.py::test_shift_kwarg_lookup_uses_correct_key	0	true	true
Tensile.Common.Utilities.x_hash_combine__mutmut_13	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_hash_combine_char.py::test_empty_iterable_returns_zero	0	true	true
Tensile.Common.Utilities.x_hash_combine__mutmut_14	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_hash_combine_char.py::test_empty_iterable_returns_zero	0	true	true
Tensile.Common.Utilities.x_hash_objs__mutmut_1	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_hash_objs_char.py::test_hash_objs_varies_with_input	0	true	true
Tensile.Common.Utilities.x_isRhel8__mutmut_2	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_isRhel8_char.py::test_isRhel8_reads_canonical_etc_os_release_path	0	true	true
Tensile.Common.Utilities.x_isRhel8__mutmut_3	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_isRhel8_char.py::test_isRhel8_reads_canonical_etc_os_release_path	0	true	true
Tensile.Common.Utilities.x_isRhel8__mutmut_4	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_isRhel8_char.py::test_isRhel8_reads_canonical_etc_os_release_path	0	true	true
Tensile.Common.Utilities.x_isRhel8__mutmut_25	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_isRhel8_char.py::test_isRhel8_emits_exact_warning_text_on_match	0	true	true
Tensile.Common.Utilities.x_isRhel8__mutmut_26	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_isRhel8_char.py::test_isRhel8_emits_exact_warning_text_on_match	0	true	true
Tensile.Common.Utilities.x_isRhel8__mutmut_27	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_isRhel8_char.py::test_isRhel8_emits_exact_warning_text_on_match	0	true	true
Tensile.Common.Utilities.x_isRhel8__mutmut_28	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_isRhel8_char.py::test_isRhel8_emits_exact_warning_text_on_match	0	true	true
Tensile.Common.Utilities.x_ceilDivide__mutmut_1	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ceilDivide_char.py::test_negative_numerator_returns_zero	0	true	true
Tensile.Common.Utilities.x_ceilDivide__mutmut_2	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ceilDivide_char.py::test_zero_numerator_does_not_take_negative_guard	0	true	true
Tensile.Common.Utilities.x_ceilDivide__mutmut_3	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ceilDivide_char.py::test_zero_numerator_does_not_take_negative_guard	0	true	true
Tensile.Common.Utilities.x_ceilDivide__mutmut_4	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ceilDivide_char.py::test_zero_denominator_takes_divide_by_zero_branch	0	true	true
Tensile.Common.Utilities.x_ceilDivide__mutmut_5	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ceilDivide_char.py::test_zero_denominator_takes_divide_by_zero_branch	0	true	true
Tensile.Common.Utilities.x_ceilDivide__mutmut_13	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ceilDivide_char.py::test_floor_division_not_float_division	0	true	true
Tensile.Common.Utilities.x_ceilDivide__mutmut_14	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_ceilDivide_char.py::test_minus_one_offset_in_ceiling_formula	0	true	true
Tensile.Common.Utilities.x_choose_multiplier__mutmut_7	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_choose_multiplier_char.py::test_l_uses_base_2_log	0	true	true
Tensile.Common.Utilities.x_choose_multiplier__mutmut_11	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_choose_multiplier_char.py::test_float_division_loses_precision_for_large_operands	0	true	true
Tensile.Common.Utilities.x_choose_multiplier__mutmut_12	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_choose_multiplier_char.py::test_mlow_initial_value_and_loop_condition	0	true	true
